Rank, name, year, rating, votes, genres, runtime, titleType, link, certificate, plot, image, director, writer, actors, awards, boxOffice, country, language, rottenTomatoes, metacritic
"184", "Crash Landing on You", "2019", "8.7", "60881", "Adventure,Comedy,Drama", "70", "tvMiniSeries", "https://www.imdb.com/title/tt10850932/", "TV-14", "The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting ...", "https://m.media-amazon.com/images/M/MV5BZjM3ZGQ4ZTMtOTNjMS00NmJlLTljMWUtNWExMzJhMGJlMWNiXkEyXkFqcGc@._V1_QL75_UY562_CR7,0,380,562_.jpg", "", "", "Hyun Bin, Son Ye-jin, Seo Ji-hye", "4 wins & 9 nominations total", "", "South Korea", "Korean", "", ""
"185", "X-Men '97", "2024", "8.7", "59600", "Action,Adventure,Animation", "22", "tvSeries", "https://www.imdb.com/title/tt16026746/", "TV-14", "A band of mutants use their uncanny gifts to protect a world that hates and fears them; they're challenged like never before, forced to face a dangerous and unexpected new future.", "https://m.media-amazon.com/images/M/MV5BYmU0MTRjNzgtMjNlZi00YWM2LWExZmItY2RkYjVhZjJmODEyXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "Beau DeMayo", "Cal Dodd, Ross Marquand, Ray Chase", "Nominated for 1 Primetime Emmy. 6 wins & 15 nominations total", "", "United States, South Korea", "English", "", ""
"186", "Haikyuu!!", "2014", "8.7", "56489", "Animation,Comedy,Drama", "24", "tvSeries", "https://www.imdb.com/title/tt3398540/", "TV-14", "Determined to be like the volleyball championship's star player nicknamed "the small giant", Shoyo joins his school's volleyball club.", "https://m.media-amazon.com/images/M/MV5BYjYxMWFlYTAtYTk0YS00NTMxLWJjNTQtM2E0NjdhYTRhNzE4XkEyXkFqcGc@._V1_SX300.jpg", "", "Haruichi Furudate", "Ayumu Murase, Kaito Ishikawa, Yu Hayashi", "10 wins & 20 nominations total", "", "Japan, Poland", "Japanese, English", "", ""
"187", "Mr Inbetween", "2018", "8.7", "54182", "Comedy,Crime,Drama", "30", "tvSeries", "https://www.imdb.com/title/tt7472896/", "TV-MA", "Ray Shoesmith is a father, ex-husband, boyfriend, brother and best friend; tough roles to juggle in the modern age. Especially, when you're also a criminal for hire.", "https://m.media-amazon.com/images/M/MV5BMmI3MmFiODctNzhkZi00ZWVmLWJjYTctYzMyMmIxNGE1ZGZhXkEyXkFqcGc@._V1_SX300.jpg", "", "Scott Ryan", "Scott Ryan, Justin Rosniak, Chika Yasumura", "9 wins & 22 nominations total", "", "Australia", "English", "", ""
"188", "Alchemy of Souls", "2022", "8.7", "30569", "Action,Drama,Fantasy", "80", "tvSeries", "https://www.imdb.com/title/tt20859920/", "TV-14", "Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the "alchemy of souls", which allows souls to switch bodies.", "https://m.media-amazon.com/images/M/MV5BOGFhNGQzMWUtZWJhNi00NGZiLTg1MjEtMTQzZmU4Njg2MWRhXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Victoria Grace, Alexandra Bokyun Chun, Hao Feng", "", "", "South Korea", "Korean", "", ""
"189", "The Thick of It", "2005", "8.7", "29724", "Comedy", "30", "tvSeries", "https://www.imdb.com/title/tt0459159/", "TV-MA", "The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.", "https://m.media-amazon.com/images/M/MV5BNTQ0NTdjZTctZWRhMS00YjNmLWIyOWQtMWJjNjJhYTgyOTdjXkEyXkFqcGc@._V1_SX300.jpg", "", "Armando Iannucci", "Chris Addison, James Smith, Peter Capaldi", "Won 5 BAFTA 22 wins & 28 nominations total", "", "United Kingdom", "English", "", ""
"190", "Takopi's Original Sin", "2025", "8.7", "29390", "Animation,Drama,Sci-Fi", "30", "tvMiniSeries", "https://www.imdb.com/title/tt36988358/", "Approved", "Takopi travels from his home of Happy Planet to spread happiness on Earth, but meets the unsmiling Shizuka. Her school friends and home life are causing her somber expression and pure hearted Takopi is determined to change things.", "https://m.media-amazon.com/images/M/MV5BYmRkN2I1OGEtOWM3Yi00NjViLWJjMDktYTNmZTMxYjBiNTU3XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Kurumi Mamiya, Reina Ueda, Konomi Kohara", "", "", "Japan", "Japanese", "", ""
"191", "Halka", "2019", "8.7", "27880", "Action,Crime,Drama", "120", "tvSeries", "https://www.imdb.com/title/tt9471962/", "", "Two men unite against a criminal conspiracy, pursuing a dark past of notebooks, cases, and lies. They face the mafia, money, intrigue, and the terrifying Halka.", "https://m.media-amazon.com/images/M/MV5BYTgyYmExNGItMGI1Mi00ZDY3LWFhNGUtM2RhZmZkNzI1ZGJlXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Serkan Çayoglu, Hande Erçel, Kaan Yildirim", "1 nomination", "", "Turkey", "Turkish", "", ""
"192", "The Adventures of Sherlock Holmes", "1984", "8.7", "27708", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt0086661/", "TV-PG", "Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.", "https://m.media-amazon.com/images/M/MV5BNjg3NjY5NGUtZTlkNS00NGE2LWJhMTAtZTlkZDgzZDBhOWY1XkEyXkFqcGc@._V1_SX300.jpg", "", "John Hawkesworth", "Jeremy Brett, David Burke, Rosalie Williams", "", "", "United Kingdom", "English", "", ""
"193", "Justice League Unlimited", "2004", "8.7", "26514", "Action,Adventure,Animation", "23", "tvSeries", "https://www.imdb.com/title/tt6025022/", "TV-Y7-FV", "A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.", "https://m.media-amazon.com/images/M/MV5BYjBmYjE5ZmMtYTdlMi00MDgyLThlNjUtZDUzMGMzYWZkMWRjXkEyXkFqcGc@._V1_SX300.jpg", "", "Jack Kirby", "George Newbern, Kevin Conroy, Phil LaMarr", "", "", "United States", "English", "", ""
"194", "Gintama", "2005", "8.7", "22153", "Action,Animation,Comedy", "25", "tvSeries", "https://www.imdb.com/title/tt0988818/", "TV-14", "In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.", "https://m.media-amazon.com/images/M/MV5BNTMzNjE0N2ItNjFiYi00NmIzLTk1MzMtZWFjNThjMzI5MTJlXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Tomokazu Sugita, Daisuke Sakaguchi, Rie Kugimiya", "1 win total", "", "Japan", "English, Japanese", "", ""
"195", "The Bureau", "2015", "8.7", "19838", "Drama,Thriller", "50", "tvSeries", "https://www.imdb.com/title/tt4063800/", "TV-MA", "A very unique and captivating series about the "bureau des légendes", the mythical powerhouse within the French Secret Service and its dare devil ghost agents.", "https://m.media-amazon.com/images/M/MV5BZDk2NDA3MzktNTQyOS00YjY0LWI2ZDgtMWI2MTQ5N2Q1Njg0XkEyXkFqcGc@._V1_SX300.jpg", "", "Eric Rochant", "Mathieu Kassovitz, Florence Loiret Caille, Jonathan Zaccaï", "6 wins & 19 nominations total", "", "France", "French, Arabic, English, Persian, Russian, Italian", "", ""
"196", "El Chavo", "1972", "8.7", "17661", "Comedy,Family", "30", "tvSeries", "https://www.imdb.com/title/tt0229889/", "TV-PG", "The misadventures of a poor, homeless, fumbling boy and his friends in their humble neighborhood.", "https://m.media-amazon.com/images/M/MV5BNmRkZmIxMmYtMjY5Ny00MzA3LWI1MmYtZDg3MjBhZDFlZTY5XkEyXkFqcGc@._V1_SX300.jpg", "", "Roberto Gómez Bolaños", "Ramón Valdés, Roberto Gómez Bolaños, Carlos Villagrán", "1 win & 5 nominations total", "", "Mexico", "Spanish", "", ""
"197", "Homicide: Life on the Street", "1993", "8.7", "17442", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt0106028/", "TV-14", "An American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.", "https://m.media-amazon.com/images/M/MV5BYmE0NjVhM2ItZTMzNi00M2QxLWEzZjctYzcxMTU2Y2QzMmEyXkEyXkFqcGc@._V1_SX300.jpg", "", "Paul Attanasio", "Richard Belzer, Clark Johnson, Yaphet Kotto", "Won 4 Primetime Emmys. 25 wins & 82 nominations total", "", "United States", "English", "", ""
"198", "How to with John Wilson", "2020", "8.7", "17329", "Comedy,Documentary", "30", "tvSeries", "https://www.imdb.com/title/tt10801534/", "TV-MA", "An anxious New Yorker attempts to give everyday advice while dealing with his own personal issues.", "https://m.media-amazon.com/images/M/MV5BYTQwMTMyODYtNzkwOC00MmM0LTkyNGItNDAxYjE0Yjc1NjhhXkEyXkFqcGc@._V1_SX300.jpg", "", "", "John Wilson, Kyle MacLachlan, Justin A. Martell", "Nominated for 3 Primetime Emmys. 4 wins & 13 nominations total", "", "United States", "English", "", ""
"199", "The Untamed", "2019", "8.7", "16431", "Action,Adventure,Drama", "50", "tvSeries", "https://www.imdb.com/title/tt10554898/", "", "Two talented disciples from respected clans meet during their youth and form a close affinity, only to be separated by dire circumstances. Sixteen years later, can they unravel the tragedy of the past to solve the mysteries of the...", "https://m.media-amazon.com/images/M/MV5BNTllNDAwMzYtZjJjOS00NWE3LWExOTktZjNhZGQxZmMxYzM4XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Zhan Xiao, Kai Xu, Yibo Wang", "12 wins & 12 nominations total", "", "China", "Chinese, Mandarin", "", ""
"200", "Mahabharat", "2013", "8.7", "15536", "Drama,History,War", "20", "tvSeries", "https://www.imdb.com/title/tt3212600/", "", "The mother of all wars, the epitome of all rivalries, the cauldron of emotions, insecurities, jealousies, and power play - Mahabharat.", "https://m.media-amazon.com/images/M/MV5BYzM1MmNhMGQtNDliNy00ZDIwLTg1MDQtN2NjZjUyNTg2MGMxXkEyXkFqcGc@._V1_SX300.jpg", "", "Siddharth Kumar Tewary", "Saurabh Raj Jain, Shaheer Sheikh, Pooja Sharma", "10 wins & 11 nominations", "", "India", "Hindi", "", ""
"201", "The Return of Sherlock Holmes", "1986", "8.7", "15381", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt0090509/", "TV-PG", "Sherlock Holmes and Dr Watson solve the mysteries of the devil's foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans.", "https://m.media-amazon.com/images/M/MV5BODM1NTgxOTMtM2VmZi00M2FkLWJiYWUtMjc5Yjk1MzY5ZTYxXkEyXkFqcGc@._V1_SX300.jpg", "", "John Hawkesworth", "Jeremy Brett, Edward Hardwicke, Rosalie Williams", "", "", "United Kingdom", "English", "", ""
"202", "Pew News", "2018", "8.7", "14656", "Comedy,News", "15", "tvSeries", "https://www.imdb.com/title/tt9566030/", "TV-MA", "The Pew News team reports unbiased news in which neither Gloria or Poppy ever give their own opinion, but sometimes they do. Just don't tell Pewdiepie.", "https://m.media-amazon.com/images/M/MV5BNjc2NzRlNzgtYWEzZi00MTYwLTlkNmItYzI5YzdlODRjYjQ0XkEyXkFqcGdeQXVyODgzOTQ0NzA@._V1_SX300.jpg", "", "Felix Kjellberg", "Mary Katherine Ham, Felix Kjellberg, Poppy Harlow", "", "", "United Kingdom", "English, Swedish", "", ""
"203", "Mr. Sunshine", "2018", "8.7", "14337", "Action,Drama,History", "80", "tvSeries", "https://www.imdb.com/title/tt7094780/", "TV-MA", "A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.", "https://m.media-amazon.com/images/M/MV5BODg0NGJjOTAtODQwMC00YTI4LWI2MDUtMzdjODI2ODJmOTU3XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok", "4 wins & 10 nominations total", "", "South Korea", "Korean, Japanese, English", "", ""
"204", "Umbre", "2014", "8.7", "12631", "Crime,Drama,Thriller", "45", "tvSeries", "https://www.imdb.com/title/tt4269716/", "TV-MA", "Umbre follows Relu, an enforcer for a small-time mob boss, as he struggles to keep his family in the dark about his job. The secrets Relu keeps become increasingly oppressive and the lies begin to surface.", "https://m.media-amazon.com/images/M/MV5BNzNmYTA1NDktNjZjNS00ZDZkLWJjNWUtMDZkMDcyYjUzMzVlXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Serban Pavlu, Maria Obretin, Andreea Vasile", "1 nomination", "", "Romania", "Romanian, Spanish, English, Ukrainian", "", ""
"205", "Content Cop", "2015", "8.7", "12537", "Comedy,Crime,Talk-Show", "20", "tvSeries", "https://www.imdb.com/title/tt6111552/", "TV-MA", "In an effort to bring justice to the YouTube community, former police officer Ian Carter takes on the title of "Content Cop". Using his old police uniform and raw wit, Ian sets out to stop the creators that bring nothing but disco...", "https://m.media-amazon.com/images/M/MV5BZTM1YzExMTAtMDA3Zi00ZWRkLThmYTEtOGI4NzY3Yjg1MzYwXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Ian Washburn, Calvin Vail, Bryan Le", "", "", "United States", "English", "", ""
"206", "Hospital Playlist", "2020", "8.7", "11189", "Comedy,Drama,Romance", "84", "tvSeries", "https://www.imdb.com/title/tt11769304/", "TV-14", "Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.", "https://m.media-amazon.com/images/M/MV5BZmZlMWY5MjktNDljMC00YmE1LTg0M2EtNDdhMjk0NGFiMDhhXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Jo Jung-suk, Yoo Yeon-seok, Jung Kyung-ho", "2 wins & 3 nominations total", "", "South Korea", "Korean", "", ""
"207", "Slam Dunk", "1993", "8.7", "9617", "Animation,Comedy,Drama", "22", "tvSeries", "https://www.imdb.com/title/tt0965547/", "TV-PG", "About Sakuragi Hanamichi, a freshman of Shohoku High School who joins the basketball team because of the girl he has a crush on, Haruko. Although he is newbie in this sport, he is no ordinary basketball player.", "https://m.media-amazon.com/images/M/MV5BNjIyYjg4YWUtNTM2OS00YTc3LWE5NTEtZTdmMDdiMzE1OGJjXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Eriko Hara, Akiko Hiramatsu, Takeshi Kusao", "", "", "Japan", "Japanese, English", "", ""
"208", "Are You Sure?!", "2024", "8.7", "9304", "Adventure,Documentary,Family", "0", "tvMiniSeries", "https://www.imdb.com/title/tt32828209/", "", "Get ready for an adventure with Jimin and JungKook, from BTS. Follow the dynamic duo as they travel around the world in Are You Sure?.", "https://m.media-amazon.com/images/M/MV5BZmEzN2I3NzctMTU5Yy00ODdiLTlkYzctNjMwNDU0YzI4MTRkXkEyXkFqcGc@._V1_QL75_UY562_CR21,0,380,562_.jpg", "", "", "Jimin, Jungkook, V", "", "", "South Korea, United States", "Korean", "", ""
"209", "Easy Living", "2015", "8.7", "9115", "Action,Crime,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt5099020/", "TV-MA", "A corrupt businessman and family man attempts to navigate his way through increasing domestic, legal, and financial problems.", "https://m.media-amazon.com/images/M/MV5BMzk2OTA5NGUtY2E1Zi00NjBiLTg1NjItZTQwZWQ4YzRhYzdjXkEyXkFqcGc@._V1_SX300.jpg", "", "Roope Lehtinen, Mikko Pöllä, Gábor Krigler", "Szabolcs Thuróczy, Eszter Ónodi, Renátó Olasz", "1 nomination", "", "Hungary", "Hungarian", "", ""
"210", "Mohanagar", "2021", "8.7", "8862", "Thriller", "25", "tvSeries", "https://www.imdb.com/title/tt14867276/", "", "One fateful night, a police station in Bangladesh, and a motley crowd consisting of criminals, an eminent industrialist, media, general public. What does this night have in store for them?", "https://m.media-amazon.com/images/M/MV5BNTQ0MzY0ZGUtMWEyYS00YzFiLTkzNGQtMDI3NWY3ZTRlNzQ0XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Mosharraf Karim, Shamol Mawla, Tanzika Amin", "", "", "Bangladesh", "Bengali", "", ""
"211", "One Strange Rock", "2018", "8.7", "8682", "Documentary", "47", "tvMiniSeries", "https://www.imdb.com/title/tt7651892/", "TV-PG", "The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through a unique perspective.", "https://m.media-amazon.com/images/M/MV5BZWZkMzI0YmEtZjVjYy00ZDc2LTllZjUtYmNjMzQ5Yjc3OGY2XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Will Smith, Chris Hadfield, Jerry Linenger", "1 win & 3 nominations total", "", "United States", "English", "", ""
"212", "The Traitors UK", "2022", "8.7", "8658", "Game-Show,Reality-TV", "60", "tvSeries", "https://www.imdb.com/title/tt23743442/", "TV-MA", "Twenty-two strangers compete in a series of missions for a chance to win £120k. However, amongst the players lie the 'Traitors', who meet in secret and decide who to eliminate from their fellow players known as 'Faithfuls'.", "https://m.media-amazon.com/images/M/MV5BODFlZTE3YzgtZDBkZC00NDA2LWI2OGQtZWQ5MGY4MmFjZTYxXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Claudia Winkleman, Aaron Evans, Wilfred Webster", "Won 2 BAFTA 5 wins & 5 nominations total", "", "United Kingdom", "English", "", ""
"213", "Bad Buddy", "2021", "8.7", "8446", "Comedy,Romance", "45", "tvMiniSeries", "https://www.imdb.com/title/tt13660938/", "", "Ever since they were young, Pran and Pat's families feuded, leaving no stone unturned to outshine the other. As expected of them, the two boys also became rivals - until they grew tired and became friends. But are they only friends?", "https://m.media-amazon.com/images/M/MV5BOTk4ODFjZTMtYTEwMi00NTQ4LThiNGQtMTk4YTQ2NGQ3ODJhXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Korapat Kirdpan, Pawat Chittsawangdee, Pattranite Limpatiyakorn", "2 wins", "", "Thailand", "Thai", "", ""
"214", "The Carol Burnett Show", "1967", "8.7", "8301", "Comedy,Family", "60", "tvSeries", "https://www.imdb.com/title/tt0061240/", "TV-G", "Legendary long-running television variety show featuring skits and songs by Carol Burnett, her comedy troupe, and their celebrity guests. Stars Carol Burnett, Vicki Lawrence, Harvey Korman, Lyle Waggoner, and Tim Conway.", "https://m.media-amazon.com/images/M/MV5BMTYyZTg5ZTAtNGRhMy00ZTQwLTliYmItMzZjMjJmYWUzNWViXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Carol Burnett, Vicki Lawrence, The Ernie Flatt Dancers", "Won 25 Primetime Emmys. 41 wins & 69 nominations total", "", "United States", "English", "", ""
"215", "Re: ZERO - Starting Life in Another World (Re-Edit)", "2016", "8.7", "8187", "Adventure,Animation,Fantasy", "0", "tvSeries", "https://www.imdb.com/title/tt13906272/", "", "This is a special version compiling the first season of Re:ZERO -Starting Life in Another World- and containing unseen scenes.", "https://m.media-amazon.com/images/M/MV5BMzNkMGJmZTItY2I1MS00MDBjLTlhZGQtOTA4ZDFmNTBhZTYxXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Rie Takahashi", "", "", "Japan", "Japanese", "", ""
"216", "World War II in Colour", "2009", "8.7", "8098", "Documentary,History,War", "51", "tvMiniSeries", "https://www.imdb.com/title/tt2069688/", "TV-MA", "Recounts the events of world War II in color.", "https://m.media-amazon.com/images/M/MV5BMTdkODJmNWYtMjExNy00ZTlmLWIxYTktMGU1MDhjNjZkNmI4XkEyXkFqcGc@._V1_QL75_UY562_CR11,0,380,562_.jpg", "", "", "Robert Powell, Adolf Hitler, Winston Churchill", "", "", "United Kingdom", "English", "", ""
"217", "The Savage", "2025", "8.7", "7694", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt32085440/", "", "Follows a notorious Iranian fugitive who outsmarted authorities in a prolonged cat-and-mouse chase through the streets of Tehran.", "https://m.media-amazon.com/images/M/MV5BNGE4M2Q0ODYtNGRlMy00M2Y4LTlmNjgtNGQ2MWMyNWI0YzE1XkEyXkFqcGc@._V1_SX300.jpg", "", "Houman Seyyedi", "Javad Ezati, Negar Javaherian, Ehsan Mansoori", "", "", "Iran", "Persian", "", ""
"218", "Don't Hug Me I'm Scared", "2022", "8.7", "7506", "Animation,Comedy,Drama", "23", "tvSeries", "https://www.imdb.com/title/tt14932528/", "TV-14", "Follow Red Guy, Yellow Guy, and Green Duck as they learn about family, electricity, and death. Beware the strange and dangerous twists that come their way as their seemingly-safe house reveals that they live in an actual nightmare.", "https://m.media-amazon.com/images/M/MV5BNDIwMWQwZGMtMjU2Yi00M2MwLTliODctNWYyZDU1NzU3MzVhXkEyXkFqcGc@._V1_SX300.jpg", "", "Joseph Pelling, Becky Sloan, Baker Terry", "Becky Sloan, Joseph Pelling, Baker Terry", "Won 1 BAFTA Award1 win & 2 nominations total", "", "United Kingdom", "English", "", ""
"219", "Second Spring", "1998", "8.7", "7188", "Drama,Romance", "48", "tvSeries", "https://www.imdb.com/title/tt0264700/", "TV-PG", "One day, a mother of two children, Hanim starts to work in "Antep Sofrasi"; a Turkish kebab restaurant which a father of three girls Ali Haydar owns. While he is thickheaded, a bit angry, but kind, honest and generous; she is quic...", "https://m.media-amazon.com/images/M/MV5BYmRmODc2YTctZTkyNi00YWI2LWFjOGEtY2Y5ZWU4OTZiZmY2XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg", "", "", "Türkan Soray, Sener Sen, Nedim Saban", "1 win & 1 nomination", "", "Turkey", "Turkish", "", ""
"220", "90's - A Middle Class Biopic", "2024", "8.7", "7162", "Drama", "0", "tvSeries", "https://www.imdb.com/title/tt29764006/", "", "A nostalgic trip down memory lane, delving into the everyday life of a middle-class family.", "https://m.media-amazon.com/images/M/MV5BMTI4N2Y3YmUtOTM2MS00OTAxLTljMjktMTVkNjBjNTM1ZDJiXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Mouli Tanuj Prasanth, Sivaji, Vasanthika", "2 nominations total", "", "India", "Telugu", "", ""
"221", "Horrible Histories", "2009", "8.7", "6954", "Comedy,Family,History", "28", "tvSeries", "https://www.imdb.com/title/tt1400819/", "TV-PG", "A group of British comedians show the sides of history they don't teach you in school. From the 'Savage Stone Age' to the 'Troublesome 20th Century', you see the full side to history.", "https://m.media-amazon.com/images/M/MV5BNTg5NTY5ZTItMjA1My00ZDBjLTg4NGUtYzIwZTlhMmJjMDg1XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Jim Howick, Simon Farnaby, Mathew Baynton", "Won 5 BAFTA 13 wins & 16 nominations total", "", "United Kingdom", "English", "", ""
"222", "The Century of the Self", "2002", "8.7", "6942", "Documentary", "59", "tvMiniSeries", "https://www.imdb.com/title/tt0432232/", "", "A documentary about the rise of psychoanalysis as a powerful means of persuasion for both governments and corporations.", "https://m.media-amazon.com/images/M/MV5BNWQzZGQ5NGEtN2YyNy00NTZhLWFhM2UtMTI4YjU0ODMxMTkxXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Adam Curtis, Robert Reich, Ann Bernays", "1 nomination total", "", "United Kingdom", "English", "", "80/100"
"223", "The Case-Book of Sherlock Holmes", "1991", "8.7", "6769", "Crime,Drama,Mystery", "50", "tvSeries", "https://www.imdb.com/title/tt0098765/", "", "Holmes and Dr. Watson solve the mysteries of the Disappearance of Lady Frances Carfax, Thor Bridge, Shoscombe Old Place, The Boscombe Valley Mystery, The Illustrious Client and The Creeping Man.", "https://m.media-amazon.com/images/M/MV5BM2FmZDU0NGQtMzE0Ny00YWZmLWE2ODUtMzM3NTE2YzE1NmQ3XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Jeremy Brett, Edward Hardwicke, Rosalie Williams", "", "", "United Kingdom, United States", "English", "", ""
"224", "The Meeting Place Cannot Be Changed", "1979", "8.7", "5621", "Action,Adventure,Crime", "74", "tvMiniSeries", "https://www.imdb.com/title/tt0078655/", "", "In post-war Moscow, two dissimilar police detectives follow the trail of a ruthless gang.", "https://m.media-amazon.com/images/M/MV5BY2NhYWYyYmQtMDI5My00NmQyLWJkMGEtMGVmZmJhNTgyOGM3XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Vladimir Vysotskiy, Vladimir Konkin, Sergey Yurskiy", "", "", "Soviet Union", "Russian", "", ""
"225", "Seventeen Moments of Spring", "1973", "8.7", "5549", "Drama,History,War", "0", "tvSeries", "https://www.imdb.com/title/tt0069628/", "", "During World War II, a Soviet undercover spy manages to infiltrate the Nazi elite.", "https://m.media-amazon.com/images/M/MV5BYzdiOGYxMDEtYWNkYS00MzFiLWE5OWQtZDQ3YTUwMDA1YmE1XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Vyacheslav Tikhonov, Yefim Kopelyan, Leonid Bronevoy", "", "", "Soviet Union", "Russian", "", ""
"226", "Pursuit of Jade", "2026", "8.7", "5073", "Drama,Romance", "0", "tvSeries", "https://www.imdb.com/title/tt35316225/", "", "Changyu Fan and Zheng Xie enter a fake marriage for separate reasons, but their love grows. Separated by conflict, they reunite on the battlefield, fighting together for justice, truth, and their love.", "https://m.media-amazon.com/images/M/MV5BODg2MTRkZDktMjU1NS00M2IxLWFhYWYtNzVkNWRjMTNjYzBmXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Linghe Zhang, Xiwei Tian, Sherry Kong", "", "", "China", "Chinese, Mandarin", "", ""
"227", "Stranger Things", "2016", "8.6", "1736181", "Drama,Fantasy,Horror", "60", "tvSeries", "https://www.imdb.com/title/tt4574334/", "TV-MA", "In 1980s Indiana, a group of young friends witness supernatural forces and secret government exploits. As they search for answers, the children unravel a series of extraordinary mysteries.", "https://m.media-amazon.com/images/M/MV5BNjRiMTA4NWUtNmE0ZC00NGM0LWJhMDUtZWIzMDM5ZDIzNTg3XkEyXkFqcGc@._V1_QL75_UY562_CR35,0,380,562_.jpg", "", "Matt Duffer, Ross Duffer", "Millie Bobby Brown, Finn Wolfhard, Winona Ryder", "Won 12 Primetime Emmys. 122 wins & 335 nominations total", "", "United States", "English", "", ""
"228", "Dexter", "2006", "8.6", "953582", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt0773262/", "TV-MA", "He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and his nights committing them.", "https://m.media-amazon.com/images/M/MV5BMTQ3YmQ4YzMtOTkyZC00YmM5LThhZjEtM2E0MjFkNTc0OGJhXkEyXkFqcGc@._V1_SX300.jpg", "", "James Manos Jr.", "Michael C. Hall, Jennifer Carpenter, David Zayas", "Won 4 Primetime Emmys. 56 wins & 202 nominations total", "", "United States", "English, Spanish", "", ""
"229", "The Mandalorian", "2019", "8.6", "665294", "Action,Adventure,Fantasy", "40", "tvSeries", "https://www.imdb.com/title/tt8111088/", "TV-14", "The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.", "https://m.media-amazon.com/images/M/MV5BNjgxZGM0OWUtZGY1MS00MWRmLTk2N2ItYjQyZTI1OThlZDliXkEyXkFqcGc@._V1_SX300.jpg", "", "Jon Favreau", "Pedro Pascal, Chris Bartlett, Katee Sackhoff", "Won 15 Primetime Emmys. 62 wins & 157 nominations total", "", "United States", "English", "", ""
"230", "House of Cards", "2013", "8.6", "563035", "Drama,Thriller", "50", "tvSeries", "https://www.imdb.com/title/tt1856010/", "TV-MA", "A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.", "https://m.media-amazon.com/images/M/MV5BMTQ4MDczNDYwNV5BMl5BanBnXkFtZTcwNjMwMDk5OA@@._V1_SX300.jpg", "", "Beau Willimon", "Kevin Spacey, Michel Gill, Robin Wright", "Won 7 Primetime Emmys. 35 wins & 220 nominations total", "", "United States", "English", "", ""
